jump_penalty,n_jumps,mean_duration,objective,bic
1.0,1751,3.156392694063927,5482.210196749538,7514.128052066152
3.0,117,46.86440677966102,6265.382751494343,11880.473161555801
10.0,24,221.2,6593.081279365896,12757.870217298878
30.0,11,460.8333333333333,6922.854859392484,13237.417377352076
100.0,5,921.6666666666666,7415.272178281663,13882.252015130394
300.0,0,5530.0,7846.730088621832,15745.167835810778
