regime_shift,timing,regime,n,picp,mpiw,winkler,coverage_error
1,lagged t-1 (conditional / implementable),calm,379,0.8443271767810027,5.265448974298429e-05,0.00013923336751077528,-0.05567282321899736
1,lagged t-1 (conditional / implementable),transitional,329,0.8966565349544073,0.00016928511552362577,0.00022182028941643495,-0.003343465045592686
1,lagged t-1 (conditional / implementable),crisis,76,0.8289473684210527,0.0009255587138567184,0.002826718580221754,-0.07105263157894737
1,lagged t-1 (conditional / implementable),all,784,0.8647959183673469,0.00018621596539920222,0.0004344119051038829,-0.035204081632653095
