jump_penalty,n_jumps,mean_duration,objective,bic
1.0,1301,3.063748079877112,4563.341529224986,6574.430833561421
3.0,51,76.71153846153847,4979.166529519356,9702.080834150136
10.0,7,498.625,5093.506985110512,10096.76174533249
30.0,6,569.8571428571429,5223.487371856302,10136.722518824065
100.0,2,1329.6666666666667,5506.635814554748,10663.019404220915
300.0,0,3989.0,5660.145808953464,11370.03939301831
