model_a,model_b,dm_stat,p_value,mean_loss_diff,better,n
Regime-LSTM-A,LSTM,-0.5607982618130852,0.5750955075229494,-0.0023631641298860486,Regime-LSTM-A,784
Regime-LSTM-A,HAR-RV,-0.7719685267986462,0.4403659924094091,-0.011834091934893874,Regime-LSTM-A,784
Regime-LSTM-B,LSTM,-2.128772211247467,0.03358465595106129,-0.006705415363423254,Regime-LSTM-B,784
Regime-LSTM-B,HAR-RV,-1.0408470451469596,0.2982678181632364,-0.01617634316843108,Regime-LSTM-B,784
Regime-LSTM-A-RVonly,LSTM-RVonly,0.5019786403187018,0.615823669216481,0.0020143984654232665,LSTM-RVonly,784
