raw_agreement,adjusted_rand,hmm_bic_k,jump_bic_k,headline_k,lambda,validator,spearman_state_vix,diag_concordance
0.9643632416787264,0.8890057597382728,3,4,3,3.0,vix_close,0.8044372630920491,0.6123371924746743
