raw_agreement,adjusted_rand,hmm_bic_k,jump_bic_k,headline_k,lambda,validator,spearman_state_rv,diag_concordance
0.9020136641495865,0.7016216505499046,4,4,3,3.0,rv,0.7185220185699001,0.5679611650485437
