regime_shift,timing,regime,n,picp,mpiw,winkler,coverage_error
0,contemporaneous (ex-post description),calm,381,0.8293963254593176,4.2948218626688425e-05,9.703687835186318e-05,-0.07060367454068239
0,contemporaneous (ex-post description),transitional,333,0.8168168168168168,0.00014112995468276604,0.00029065070778706696,-0.08318318318318318
0,contemporaneous (ex-post description),crisis,70,0.8,0.0008848824004287183,0.002924718354645793,-0.09999999999999998
0,contemporaneous (ex-post description),all,784,0.8214285714285714,0.00015982310489303527,0.0004317449249621922,-0.07857142857142863
