regime_shift,timing,scope,n,nominal,picp_at_fitted_sigma,crps_at_fitted_sigma,coverage_calibrating_scale,picp_at_calibrating_scale,crps_optimal_scale,crps_at_optimal_scale,crps_plateau_lo,crps_plateau_hi
1,lagged t-1 (conditional / implementable),all,784,0.9,0.8647959183673469,4.300574032115864e-05,1.16,0.9005102040816326,1.2,4.269023586942862e-05,1.13,1.27
1,lagged t-1 (conditional / implementable),calm,379,0.9,0.8443271767810027,1.3493827750275281e-05,1.21,0.899736147757256,1.27,1.333116897940281e-05,1.2,1.34
1,lagged t-1 (conditional / implementable),transitional,329,0.9,0.8966565349544073,2.8119819878838377e-05,0.99,0.8966565349544073,1.0,2.8119819878838377e-05,0.94,1.05
1,lagged t-1 (conditional / implementable),crisis,76,0.9,0.8289473684210527,0.0002546173546617923,1.22,0.8947368421052632,1.36,0.0002497485068071067,1.29,1.44
