profile,asset,oxfordman_symbol,session,vix_joined,n_target_rows,n_after_join,n_modelling_rows,lost_to_calendar_join,lost_to_warmup_or_nan,pct_lost_to_join,first_date,last_date
rq4_rut,RUT,.RUT,US,False,5550,5550,5528,0,22,0.0,2000-02-03,2022-02-25
