regime_shift,timing,regime,n,picp,mpiw,winkler,coverage_error
0,contemporaneous (ex-post description),calm,379,0.8337730870712401,4.4437178040499744e-05,9.725197341077272e-05,-0.06622691292875993
0,contemporaneous (ex-post description),transitional,330,0.8181818181818182,0.0001357426816039978,0.0002502810599969588,-0.08181818181818179
0,contemporaneous (ex-post description),crisis,75,0.7733333333333333,0.0008488605177262798,0.0029204903126490585,-0.1266666666666667
0,contemporaneous (ex-post description),all,784,0.8214285714285714,0.00015982310489303527,0.0004317449249621922,-0.07857142857142863
