raw_agreement,adjusted_rand,hmm_bic_k,jump_bic_k,headline_k,lambda,spearman_state_vix,diag_concordance
0.9737793851717902,0.9207437544756627,3,4,3,3.0,0.7889672661987562,0.5667269439421339
