regime_shift,timing,regime,n,HAR-RV,LSTM,LSTM-RVonly,Regime-LSTM-A,Regime-LSTM-A-RVonly,Regime-LSTM-B
1,lagged t-1 (conditional / implementable),calm,379,0.3008160827635482,0.3187144541239558,0.28289095863361596,0.3163891716490153,0.2919501421963291,0.3171685712924969
1,lagged t-1 (conditional / implementable),transitional,329,0.2366619760877777,0.1920652516053699,0.21817778426003456,0.19454890902329347,0.2158242790512097,0.18505903602496926
1,lagged t-1 (conditional / implementable),crisis,76,0.30695709353512246,0.31305743150825166,0.32318349430639365,0.2952334355150034,0.3099396197948461,0.3211469906814805
1,lagged t-1 (conditional / implementable),all,784,0.2744895722052716,0.2650186360787922,0.25964044631502264,0.26320896456987325,0.2617483454141135,0.26211541156105067
