jump_penalty,n_jumps,mean_duration,objective,bic
1.0,1620,3.4102405922270203,5974.817693532883,8761.340875258466
3.0,70,77.85915492957747,6758.24576182131,13148.197011835377
10.0,11,460.6666666666667,6959.121625114077,13749.948738420844
30.0,8,614.2222222222222,7130.439061387539,13832.583610967762
100.0,3,1382.0,7555.550758695872,14562.807005584422
300.0,0,5528.0,7843.892211555435,15739.489911303546
