jump_penalty,n_jumps,mean_duration,objective,bic
1.0,1194,3.3548117154811714,4351.232737525111,6364.243257726078
3.0,58,67.94915254237289,4819.628340677108,9341.03446403008
10.0,19,200.45,5036.535353638451,9742.848489952796
30.0,6,572.7142857142857,5222.586164049105,10134.950110774054
100.0,3,1002.25,5557.6711999951385,10565.120182666122
300.0,0,4009.0,5688.524579617548,11426.82694191092
